origin_city,origin_iata,destination_city,destination_iata,flight_duration_hr,airline,stops,class,estimated_price_usd,estimated_price_eur
Seúl,ICN,Reykjavik,KEF,5.9,Air France,1 escala,Económica Premium,396.6,364.87
Seúl,ICN,Reykjavik,KEF,14.8,Delta,1 escala,Business,663.94,610.82
Seúl,ICN,Riga,RIX,11.4,Lufthansa,Directo,Business,1919.94,1766.34
Seúl,ICN,Riga,RIX,2.1,LATAM,1 escala,Business,1100.5,1012.46
Seúl,ICN,Riga,RIX,15.8,United,1 escala,Económica,1122.7,1032.88
Seúl,ICN,Roma,FCO,11.1,British Airways,Directo,Económica,241.86,222.51
Seúl,ICN,Río de Janeiro,GIG,16.6,British Airways,2 escalas,Primera Clase,1646.65,1514.92
Seúl,ICN,Río de Janeiro,GIG,7.9,Air France,2 escalas,Económica Premium,597.47,549.67
Seúl,ICN,Río de Janeiro,GIG,16.6,Lufthansa,2 escalas,Business,865.08,795.87
Seúl,ICN,Río de Janeiro,GIG,2.0,Delta,1 escala,Económica Premium,591.89,544.54
Seúl,ICN,Río de Janeiro,GIG,9.1,Turkish Airlines,2 escalas,Business,1441.08,1325.79
Seúl,ICN,San Francisco,SFO,9.5,United,2 escalas,Primera Clase,954.1,877.77
Seúl,ICN,San Francisco,SFO,6.2,Aeroméxico,Directo,Primera Clase,2917.77,2684.35
Seúl,ICN,San Francisco,SFO,9.2,Turkish Airlines,2 escalas,Business,1899.98,1747.98
Seúl,ICN,San Juan,SJU,9.7,Qatar Airways,Directo,Económica Premium,814.99,749.79
Seúl,ICN,San Juan,SJU,12.2,Singapore Airlines,2 escalas,Business,2522.38,2320.59
Seúl,ICN,San Marino,RMI,3.2,LATAM,2 escalas,Business,741.28,681.98
Seúl,ICN,Santiago,SCL,5.6,United,1 escala,Económica,1364.23,1255.09
Seúl,ICN,Santiago,SCL,14.9,Singapore Airlines,1 escala,Business,250.44,230.4
Seúl,ICN,Santiago,SCL,12.5,Qatar Airways,1 escala,Business,804.5,740.14
Seúl,ICN,Shanghai,PVG,12.0,Aeroméxico,Directo,Económica,214.87,197.68
Seúl,ICN,Shanghai,PVG,4.5,Lufthansa,1 escala,Business,228.4,210.13
Seúl,ICN,Singapore,SIN,3.6,Air France,2 escalas,Económica,1104.5,1016.14
Seúl,ICN,Singapore,SIN,10.9,Aeroméxico,1 escala,Económica Premium,431.96,397.4
Seúl,ICN,Singapore,SIN,15.0,Lufthansa,1 escala,Económica,425.22,391.2
Seúl,ICN,Sydney,SYD,6.4,United,Directo,Económica Premium,864.98,795.78
Seúl,ICN,Sydney,SYD,5.8,Turkish Airlines,1 escala,Primera Clase,939.26,864.12
Seúl,ICN,São Paulo,GRU,7.2,Qatar Airways,Directo,Business,601.89,553.74
Seúl,ICN,Tallinn,TLL,15.4,Emirates,1 escala,Business,1756.81,1616.27
Seúl,ICN,Teherán,THR,6.4,Lufthansa,2 escalas,Económica Premium,848.55,780.67
Seúl,ICN,Teherán,THR,16.9,Delta,1 escala,Económica,831.39,764.88
Seúl,ICN,Teherán,THR,13.2,Emirates,1 escala,Primera Clase,3611.0,3322.12
Seúl,ICN,Teherán,THR,5.7,British Airways,Directo,Business,638.51,587.43
Seúl,ICN,Toronto,YYZ,1.7,American Airlines,1 escala,Business,457.05,420.49
Seúl,ICN,Toronto,YYZ,2.1,Singapore Airlines,1 escala,Business,944.46,868.9
Seúl,ICN,Toronto,YYZ,1.6,Turkish Airlines,2 escalas,Primera Clase,2758.82,2538.11
Seúl,ICN,Túnez,TUN,3.8,British Airways,2 escalas,Económica Premium,184.67,169.9
Seúl,ICN,Valletta,MLA,5.0,Delta,Directo,Económica Premium,1566.05,1440.77
Seúl,ICN,Valletta,MLA,12.8,Lufthansa,Directo,Económica Premium,526.58,484.45
Seúl,ICN,Valletta,MLA,9.5,United,1 escala,Business,1823.23,1677.37
Seúl,ICN,Vancouver,YVR,5.4,United,Directo,Business,649.4,597.45
Seúl,ICN,Vienna,VIE,4.6,Aeroméxico,Directo,Primera Clase,102.61,94.4
Seúl,ICN,Vilnius,VNO,13.1,Emirates,1 escala,Económica Premium,1777.33,1635.14
Seúl,ICN,Warsaw,WAW,5.9,British Airways,1 escala,Económica,1208.43,1111.76
Seúl,ICN,Warsaw,WAW,7.1,American Airlines,Directo,Económica Premium,1109.49,1020.73
Seúl,ICN,Warsaw,WAW,3.0,Lufthansa,1 escala,Business,1779.4,1637.05
Seúl,ICN,Wellington,WLG,6.1,LATAM,2 escalas,Económica,448.07,412.22
Seúl,ICN,Zurich,ZRH,5.9,British Airways,1 escala,Económica Premium,393.18,361.73
Seúl,ICN,Zurich,ZRH,8.8,United,1 escala,Primera Clase,1966.45,1809.13
Seúl,ICN,Zurich,ZRH,13.8,LATAM,2 escalas,Económica,1076.59,990.46
Seúl,ICN,Zurich,ZRH,13.8,Turkish Airlines,2 escalas,Primera Clase,1944.79,1789.21
Cancún,CUN,Accra,ACC,7.5,LATAM,Directo,Primera Clase,527.69,485.47
Cancún,CUN,Adís Abeba,ADD,8.7,Singapore Airlines,Directo,Business,745.94,686.26
Cancún,CUN,Adís Abeba,ADD,12.0,British Airways,Directo,Primera Clase,699.22,643.28
Cancún,CUN,Amman,AMM,7.9,Turkish Airlines,1 escala,Económica Premium,1591.22,1463.92
Cancún,CUN,Amman,AMM,17.3,Qatar Airways,1 escala,Primera Clase,3581.92,3295.37
Cancún,CUN,Amsterdam,AMS,13.7,Singapore Airlines,1 escala,Económica,570.22,524.6
Cancún,CUN,Anchorage,ANC,7.8,British Airways,1 escala,Económica,1959.0,1802.28
Cancún,CUN,Anchorage,ANC,4.4,LATAM,Directo,Primera Clase,1366.03,1256.75
Cancún,CUN,Anchorage,ANC,7.7,Turkish Airlines,1 escala,Económica,348.8,320.9
Cancún,CUN,Andorra la Vella,LEU,10.8,Aeroméxico,2 escalas,Primera Clase,944.11,868.58
Cancún,CUN,Argel,ALG,14.5,Turkish Airlines,Directo,Económica Premium,182.66,168.05
Cancún,CUN,Argel,ALG,5.9,Aeroméxico,1 escala,Business,526.22,484.12
Cancún,CUN,Argel,ALG,11.1,Emirates,Directo,Económica,245.63,225.98
Cancún,CUN,Auckland,AKL,15.1,LATAM,1 escala,Económica Premium,604.75,556.37
Cancún,CUN,Bagdad,BGW,16.5,Turkish Airlines,2 escalas,Económica,188.9,173.79
Cancún,CUN,Bagdad,BGW,16.0,Qatar Airways,2 escalas,Primera Clase,2665.58,2452.33
Cancún,CUN,Bagdad,BGW,12.8,Delta,Directo,Económica Premium,1536.77,1413.83
Cancún,CUN,Bali,DPS,3.0,United,1 escala,Primera Clase,957.03,880.47
Cancún,CUN,Bangalore,BLR,2.4,Lufthansa,1 escala,Business,1313.72,1208.62
Cancún,CUN,Bangalore,BLR,12.9,Turkish Airlines,Directo,Económica Premium,179.55,165.19
Cancún,CUN,Bangkok,BKK,17.7,Air France,Directo,Primera Clase,1150.79,1058.73
Cancún,CUN,Bangkok,BKK,8.2,British Airways,Directo,Business,783.02,720.38
Cancún,CUN,Beijing,PEK,5.2,United,Directo,Business,1084.43,997.68
Cancún,CUN,Beijing,PEK,10.9,Emirates,1 escala,Primera Clase,2044.83,1881.24
Cancún,CUN,Beirut,BEY,12.6,American Airlines,1 escala,Económica,1780.22,1637.8
Cancún,CUN,Berlín,BER,9.7,Delta,1 escala,Económica Premium,765.38,704.15
Cancún,CUN,Berlín,BER,11.2,American Airlines,1 escala,Económica,708.98,652.26
Cancún,CUN,Berlín,BER,9.9,Aeroméxico,2 escalas,Primera Clase,960.86,883.99
Cancún,CUN,Bogotá,BOG,5.6,Emirates,Directo,Económica,821.91,756.16
Cancún,CUN,Bogotá,BOG,4.3,Qatar Airways,1 escala,Business,1515.59,1394.34
Cancún,CUN,Brisbane,BNE,16.3,United,Directo,Económica Premium,195.92,180.25
Cancún,CUN,Brisbane,BNE,14.0,Emirates,2 escalas,Primera Clase,1848.55,1700.67
Cancún,CUN,Brussels,BRU,12.4,Lufthansa,2 escalas,Primera Clase,1705.55,1569.11
Cancún,CUN,Budapest,BUD,17.2,Emirates,2 escalas,Económica,428.72,394.42
Cancún,CUN,Budapest,BUD,2.9,Lufthansa,Directo,Primera Clase,4007.31,3686.73
Cancún,CUN,Buenos Aires,EZE,8.0,American Airlines,1 escala,Business,2311.2,2126.3
Cancún,CUN,Cairo,CAI,4.5,American Airlines,2 escalas,Primera Clase,1251.48,1151.36
Cancún,CUN,Cairo,CAI,4.8,Turkish Airlines,1 escala,Primera Clase,615.59,566.34
Cancún,CUN,Calgary,YYC,16.7,Lufthansa,2 escalas,Económica Premium,623.42,573.55
Cancún,CUN,Calgary,YYC,17.8,Air France,1 escala,Económica,1191.38,1096.07
Cancún,CUN,Calgary,YYC,8.7,Aeroméxico,2 escalas,Económica Premium,915.53,842.29
Cancún,CUN,Cape Town,CPT,10.6,British Airways,2 escalas,Económica,340.15,312.94
Cancún,CUN,Caracas,CCS,9.1,Air France,Directo,Económica Premium,1678.72,1544.42
Cancún,CUN,Cartagena,CTG,6.0,American Airlines,2 escalas,Económica,1690.86,1555.59
Cancún,CUN,Casablanca,CMN,16.1,LATAM,2 escalas,Primera Clase,1489.19,1370.05
Cancún,CUN,Chennai,MAA,9.1,American Airlines,Directo,Económica,1332.79,1226.17
Cancún,CUN,Chennai,MAA,5.6,Qatar Airways,2 escalas,Primera Clase,3698.03,3402.19
Cancún,CUN,Chicago,ORD,16.9,British Airways,2 escalas,Económica Premium,208.23,191.57
Cancún,CUN,Chicago,ORD,10.1,Singapore Airlines,2 escalas,Primera Clase,1921.76,1768.02
Cancún,CUN,Ciudad de México,MEX,16.4,Qatar Airways,Directo,Business,1132.17,1041.6
Cancún,CUN,Copenhague,CPH,15.3,Qatar Airways,Directo,Business,1638.03,1506.99
Cancún,CUN,Copenhague,CPH,15.1,British Airways,1 escala,Económica Premium,341.39,314.08
Cancún,CUN,Copenhague,CPH,3.5,American Airlines,2 escalas,Económica Premium,602.55,554.35
Cancún,CUN,Copenhague,CPH,10.1,British Airways,1 escala,Primera Clase,2976.73,2738.59
Cancún,CUN,Doha,DOH,2.6,United,2 escalas,Business,1943.29,1787.83
Cancún,CUN,Dubai,DXB,2.5,Air France,Directo,Económica,263.06,242.02
Cancún,CUN,Dubai,DXB,7.8,Lufthansa,1 escala,Económica,863.04,794.0
Cancún,CUN,Dubai,DXB,16.9,Lufthansa,1 escala,Business,764.01,702.89
Cancún,CUN,Dublin,DUB,9.0,United,1 escala,Business,1603.29,1475.03
Cancún,CUN,Dublin,DUB,17.9,Lufthansa,1 escala,Económica,646.85,595.1
Cancún,CUN,Estambul,IST,3.3,Delta,1 escala,Económica Premium,801.3,737.2
Cancún,CUN,Estambul,IST,15.6,Delta,1 escala,Business,1699.01,1563.09
Cancún,CUN,Estocolmo,ARN,2.8,British Airways,2 escalas,Económica Premium,913.3,840.24
Cancún,CUN,Estocolmo,ARN,4.6,Emirates,Directo,Business,868.12,798.67
Cancún,CUN,Estocolmo,ARN,2.9,British Airways,Directo,Económica,383.79,353.09
Cancún,CUN,Ginebra,GVA,6.1,Turkish Airlines,2 escalas,Primera Clase,1759.93,1619.14
Cancún,CUN,Ginebra,GVA,7.1,Aeroméxico,1 escala,Económica Premium,1373.15,1263.3
Cancún,CUN,Ginebra,GVA,4.8,United,2 escalas,Business,2595.22,2387.6
Cancún,CUN,Guadalajara,GDL,14.6,LATAM,Directo,Primera Clase,566.35,521.04
Cancún,CUN,Guadalajara,GDL,13.5,LATAM,2 escalas,Business,801.58,737.45
Cancún,CUN,Guadalajara,GDL,10.5,United,1 escala,Económica,1025.26,943.24
Cancún,CUN,Guadalajara,GDL,7.7,Emirates,Directo,Business,439.98,404.78
Cancún,CUN,Hanoi,HAN,10.8,British Airways,2 escalas,Económica,917.53,844.13
Cancún,CUN,Helsinki,HEL,6.4,LATAM,1 escala,Económica,724.75,666.77
Cancún,CUN,Helsinki,HEL,8.7,United,1 escala,Económica Premium,388.11,357.06
Cancún,CUN,Ho Chi Minh City,SGN,8.6,Emirates,1 escala,Primera Clase,957.32,880.73
Cancún,CUN,Honolulu,HNL,3.6,Aeroméxico,Directo,Económica,1938.48,1783.4
Cancún,CUN,Houston,IAH,13.2,Emirates,Directo,Económica Premium,1840.5,1693.26
Cancún,CUN,Houston,IAH,9.9,Air France,Directo,Económica Premium,171.87,158.12
Cancún,CUN,Hyderabad,HYD,17.1,Air France,2 escalas,Económica Premium,1952.5,1796.3
Cancún,CUN,Hyderabad,HYD,13.1,Singapore Airlines,1 escala,Económica,167.29,153.91
Cancún,CUN,Hyderabad,HYD,16.2,Delta,1 escala,Business,980.02,901.62
Cancún,CUN,Hyderabad,HYD,1.7,Turkish Airlines,1 escala,Económica Premium,764.53,703.37
Cancún,CUN,Jakarta,CGK,1.9,Lufthansa,1 escala,Primera Clase,1191.73,1096.39
Cancún,CUN,Jakarta,CGK,5.3,Emirates,Directo,Business,1511.91,1390.96
Cancún,CUN,Jakarta,CGK,10.5,Air France,2 escalas,Económica,954.8,878.42
Cancún,CUN,Jakarta,CGK,4.3,Turkish Airlines,Directo,Económica,725.22,667.2
Cancún,CUN,Jerusalén,TLV,5.2,United,1 escala,Económica,1242.49,1143.09
Cancún,CUN,Jerusalén,TLV,2.6,British Airways,1 escala,Primera Clase,3243.39,2983.92
Cancún,CUN,Jerusalén,TLV,14.9,Lufthansa,Directo,Business,1838.32,1691.25
Cancún,CUN,Jerusalén,TLV,8.2,American Airlines,1 escala,Primera Clase,427.16,392.99
Cancún,CUN,Johannesburg,JNB,10.8,Air France,Directo,Económica Premium,466.73,429.39
Cancún,CUN,Johannesburg,JNB,4.9,British Airways,2 escalas,Business,213.56,196.48
Cancún,CUN,Kitzbühel,,15.1,Qatar Airways,1 escala,Business,750.06,690.06
Cancún,CUN,Kuala Lumpur,KUL,8.6,Air France,1 escala,Económica Premium,487.65,448.64
Cancún,CUN,Kuwait City,KWI,11.3,LATAM,2 escalas,Económica Premium,1909.05,1756.33
Cancún,CUN,Lima,LIM,13.8,LATAM,1 escala,Económica Premium,1479.17,1360.84
Cancún,CUN,Lima,LIM,12.7,Lufthansa,Directo,Primera Clase,1544.49,1420.93
Cancún,CUN,Lima,LIM,4.8,Aeroméxico,2 escalas,Económica,325.95,299.87
Cancún,CUN,Lisboa,LIS,10.8,LATAM,2 escalas,Business,654.83,602.44
Cancún,CUN,Londres,LHR,8.1,United,Directo,Primera Clase,1520.04,1398.44
Cancún,CUN,Los Angeles,LAX,2.9,Aeroméxico,Directo,Económica Premium,1151.76,1059.62
Cancún,CUN,Los Angeles,LAX,7.2,Lufthansa,1 escala,Primera Clase,428.69,394.39
Cancún,CUN,Luxembourg,LUX,5.9,British Airways,1 escala,Business,1477.45,1359.25
Cancún,CUN,Manama,BAH,4.5,Lufthansa,1 escala,Primera Clase,1401.42,1289.31
Cancún,CUN,Manama,BAH,14.9,Air France,2 escalas,Business,1329.44,1223.08
Cancún,CUN,Manama,BAH,9.5,Air France,2 escalas,Business,2580.07,2373.66
Cancún,CUN,Manila,MNL,9.8,American Airlines,1 escala,Económica Premium,1107.38,1018.79
Cancún,CUN,Manila,MNL,1.7,Qatar Airways,2 escalas,Business,1123.62,1033.73
Cancún,CUN,Marrakech,RAK,10.6,Aeroméxico,2 escalas,Primera Clase,1391.47,1280.15
Cancún,CUN,Marrakech,RAK,5.6,Emirates,1 escala,Primera Clase,2764.07,2542.94
Cancún,CUN,Marrakech,RAK,8.7,Emirates,2 escalas,Económica,147.95,136.11
Cancún,CUN,Medellín,MDE,10.5,Singapore Airlines,2 escalas,Primera Clase,751.24,691.14
Cancún,CUN,Medellín,MDE,14.6,British Airways,2 escalas,Económica,864.62,795.45
Cancún,CUN,Medellín,MDE,6.9,American Airlines,2 escalas,Económica,1063.6,978.51
Cancún,CUN,Melbourne,MEL,4.7,LATAM,2 escalas,Primera Clase,576.39,530.28
Cancún,CUN,Miami,MIA,8.2,LATAM,2 escalas,Business,756.75,696.21
Cancún,CUN,Monaco,NCE,2.0,British Airways,2 escalas,Business,1623.68,1493.79
Cancún,CUN,Montreal,YUL,14.0,Qatar Airways,1 escala,Primera Clase,1153.66,1061.37
Cancún,CUN,Montreal,YUL,4.1,Emirates,1 escala,Business,974.51,896.55
Cancún,CUN,Moscú,SVO,4.8,Lufthansa,2 escalas,Business,1771.77,1630.03
Cancún,CUN,Mumbai,BOM,5.8,British Airways,Directo,Económica Premium,984.64,905.87
Cancún,CUN,Mumbai,BOM,1.8,Singapore Airlines,Directo,Económica Premium,523.32,481.45
Cancún,CUN,Mykonos,JMK,13.0,Lufthansa,Directo,Económica Premium,789.2,726.06
Cancún,CUN,Mykonos,JMK,10.4,United,2 escalas,Económica,866.34,797.03
Cancún,CUN,Nairobi,NBO,9.2,Turkish Airlines,1 escala,Business,612.07,563.1
Cancún,CUN,New Delhi,DEL,10.0,Lufthansa,Directo,Económica,1993.84,1834.33
Cancún,CUN,Nueva York,NYC,16.0,American Airlines,1 escala,Económica Premium,1205.17,1108.76
Cancún,CUN,Osaka,KIX,9.3,Qatar Airways,Directo,Business,1909.12,1756.39
Cancún,CUN,Osaka,KIX,2.1,Air France,2 escalas,Económica Premium,1502.54,1382.34
Cancún,CUN,Oslo,OSL,9.7,Aeroméxico,Directo,Primera Clase,1140.9,1049.63
Cancún,CUN,Oslo,OSL,10.6,Delta,1 escala,Económica Premium,324.11,298.18
Cancún,CUN,Ottawa,YOW,2.1,Turkish Airlines,2 escalas,Business,1705.35,1568.92
Cancún,CUN,Panama City,PTY,3.6,United,2 escalas,Primera Clase,1244.23,1144.69
Cancún,CUN,Panama City,PTY,15.8,Aeroméxico,2 escalas,Business,2220.69,2043.03
Cancún,CUN,París,CDG,14.5,LATAM,1 escala,Primera Clase,1911.05,1758.17
Cancún,CUN,Perth,PER,2.6,Lufthansa,1 escala,Business,1583.7,1457.0
Cancún,CUN,Perth,PER,17.5,United,1 escala,Primera Clase,2813.23,2588.17
Cancún,CUN,Praga,PRG,9.4,Emirates,2 escalas,Económica,1841.68,1694.35
Cancún,CUN,Punta Cana,PUJ,9.2,Aeroméxico,2 escalas,Económica Premium,1471.44,1353.72
Cancún,CUN,Quebec,YQB,16.6,American Airlines,1 escala,Económica,1513.33,1392.26
Cancún,CUN,Quebec,YQB,15.7,British Airways,Directo,Business,1249.59,1149.62
Cancún,CUN,Quito,UIO,8.6,United,1 escala,Business,1124.34,1034.39
Cancún,CUN,Quito,UIO,10.6,Lufthansa,Directo,Primera Clase,1439.61,1324.44
Cancún,CUN,Reykjavik,KEF,12.5,Emirates,Directo,Business,1109.08,1020.35
Cancún,CUN,Reykjavik,KEF,11.1,American Airlines,2 escalas,Primera Clase,2884.76,2653.98
Cancún,CUN,Riga,RIX,14.1,Delta,Directo,Económica Premium,388.05,357.01
Cancún,CUN,Roma,FCO,16.8,Qatar Airways,Directo,Económica Premium,857.7,789.08
Cancún,CUN,Roma,FCO,9.5,Air France,Directo,Económica Premium,204.91,188.52
Cancún,CUN,Roma,FCO,6.3,British Airways,2 escalas,Primera Clase,3323.64,3057.75
Cancún,CUN,Roma,FCO,3.8,Singapore Airlines,2 escalas,Económica,696.23,640.53
Cancún,CUN,Roma,FCO,15.8,Lufthansa,1 escala,Primera Clase,3031.42,2788.91
Cancún,CUN,Río de Janeiro,GIG,12.5,Qatar Airways,1 escala,Económica,526.13,484.04
Cancún,CUN,Río de Janeiro,GIG,14.7,Delta,Directo,Económica,1039.61,956.44
Cancún,CUN,Río de Janeiro,GIG,17.8,Air France,2 escalas,Business,2126.26,1956.16
Cancún,CUN,San Francisco,SFO,13.2,British Airways,Directo,Business,1431.44,1316.92
Cancún,CUN,San Francisco,SFO,7.3,Singapore Airlines,1 escala,Económica,860.94,792.06
Cancún,CUN,San Francisco,SFO,11.7,Delta,Directo,Económica Premium,1288.85,1185.74
Cancún,CUN,San Juan,SJU,7.2,United,Directo,Económica Premium,1512.76,1391.74
Cancún,CUN,San Juan,SJU,7.0,Lufthansa,Directo,Primera Clase,1639.37,1508.22
Cancún,CUN,San Marino,RMI,14.3,Turkish Airlines,2 escalas,Económica Premium,340.23,313.01
Cancún,CUN,Santiago,SCL,3.2,Singapore Airlines,Directo,Económica Premium,1075.33,989.3
Cancún,CUN,Santiago,SCL,9.4,Air France,2 escalas,Económica,105.86,97.39
Cancún,CUN,Santiago,SCL,16.9,Aeroméxico,Directo,Primera Clase,3428.32,3154.05
Cancún,CUN,Seúl,ICN,17.7,Qatar Airways,Directo,Primera Clase,1520.57,1398.92
Cancún,CUN,Shanghai,PVG,11.3,Delta,1 escala,Económica,537.33,494.34
Cancún,CUN,Shanghai,PVG,12.7,Emirates,2 escalas,Económica Premium,700.65,644.6
Cancún,CUN,Singapore,SIN,11.6,Turkish Airlines,Directo,Económica Premium,1891.73,1740.39
Cancún,CUN,Singapore,SIN,10.5,Emirates,Directo,Primera Clase,2656.8,2444.26
Cancún,CUN,Sydney,SYD,10.9,Qatar Airways,Directo,Económica,961.39,884.48
Cancún,CUN,Sydney,SYD,16.7,Delta,1 escala,Económica Premium,1343.59,1236.1
Cancún,CUN,Sydney,SYD,14.9,British Airways,2 escalas,Económica,176.56,162.44
Cancún,CUN,São Paulo,GRU,16.5,LATAM,Directo,Económica Premium,850.97,782.89
Cancún,CUN,São Paulo,GRU,2.9,Delta,2 escalas,Primera Clase,1294.61,1191.04
Cancún,CUN,Tallinn,TLL,10.0,American Airlines,2 escalas,Económica,1122.68,1032.87
Cancún,CUN,Teherán,THR,4.9,British Airways,2 escalas,Primera Clase,1651.16,1519.07
Cancún,CUN,Teherán,THR,7.4,Qatar Airways,Directo,Económica Premium,812.09,747.12
Cancún,CUN,Tokyo,HND,11.9,LATAM,1 escala,Económica,906.82,834.27
Cancún,CUN,Toronto,YYZ,5.7,British Airways,2 escalas,Económica Premium,1193.56,1098.08
Cancún,CUN,Toronto,YYZ,11.0,Aeroméxico,2 escalas,Económica,957.46,880.86
Cancún,CUN,Túnez,TUN,12.9,Singapore Airlines,1 escala,Económica,1493.17,1373.72
Cancún,CUN,Túnez,TUN,16.0,Emirates,Directo,Primera Clase,479.25,440.91
Cancún,CUN,Valletta,MLA,14.6,Aeroméxico,1 escala,Económica Premium,470.36,432.73
Cancún,CUN,Valletta,MLA,15.8,Aeroméxico,2 escalas,Económica Premium,300.91,276.84
Cancún,CUN,Valletta,MLA,9.3,American Airlines,Directo,Primera Clase,4007.35,3686.76
Cancún,CUN,Valletta,MLA,6.1,Emirates,1 escala,Económica Premium,340.08,312.87
Cancún,CUN,Valletta,MLA,1.9,Emirates,1 escala,Business,420.01,386.41
Cancún,CUN,Vancouver,YVR,11.6,Emirates,1 escala,Business,812.37,747.38
Cancún,CUN,Vancouver,YVR,2.3,British Airways,2 escalas,Económica Premium,829.5,763.14
Cancún,CUN,Vienna,VIE,13.8,Qatar Airways,Directo,Business,818.6,753.11
Cancún,CUN,Vilnius,VNO,11.8,United,2 escalas,Primera Clase,1143.72,1052.22
Cancún,CUN,Vilnius,VNO,2.9,United,2 escalas,Business,2490.31,2291.09
Cancún,CUN,Warsaw,WAW,2.1,Emirates,Directo,Económica Premium,495.34,455.71
Cancún,CUN,Warsaw,WAW,3.0,Singapore Airlines,Directo,Económica Premium,641.63,590.3
Cancún,CUN,Wellington,WLG,6.5,LATAM,Directo,Económica Premium,1164.23,1071.09
Cancún,CUN,Zurich,ZRH,13.3,Emirates,Directo,Económica Premium,1692.17,1556.8
Cancún,CUN,Zurich,ZRH,7.3,Air France,2 escalas,Económica,1057.74,973.12
Honolulu,HNL,Accra,ACC,9.1,United,Directo,Económica Premium,1781.25,1638.75
Honolulu,HNL,Accra,ACC,17.3,Lufthansa,2 escalas,Económica,1017.51,936.11
Honolulu,HNL,Adís Abeba,ADD,16.0,Air France,2 escalas,Económica Premium,1918.39,1764.92
Honolulu,HNL,Adís Abeba,ADD,15.9,Emirates,2 escalas,Económica,231.9,213.35
Honolulu,HNL,Amman,AMM,8.1,Delta,2 escalas,Primera Clase,509.54,468.78
Honolulu,HNL,Amsterdam,AMS,15.6,Turkish Airlines,1 escala,Económica Premium,899.31,827.37
Honolulu,HNL,Anchorage,ANC,12.3,Lufthansa,Directo,Económica,461.04,424.16
Honolulu,HNL,Anchorage,ANC,11.0,Lufthansa,Directo,Business,2422.11,2228.34
Honolulu,HNL,Anchorage,ANC,3.6,United,1 escala,Primera Clase,1837.84,1690.81
Honolulu,HNL,Andorra la Vella,LEU,7.7,LATAM,2 escalas,Business,723.24,665.38
Honolulu,HNL,Argel,ALG,17.1,Singapore Airlines,2 escalas,Primera Clase,1642.81,1511.39
Honolulu,HNL,Argel,ALG,3.1,Turkish Airlines,1 escala,Económica Premium,1357.75,1249.13
Honolulu,HNL,Auckland,AKL,5.9,Delta,1 escala,Business,636.42,585.51
Honolulu,HNL,Bagdad,BGW,4.7,Emirates,2 escalas,Económica Premium,1314.71,1209.53
Honolulu,HNL,Bagdad,BGW,6.8,Air France,2 escalas,Business,524.02,482.1
Honolulu,HNL,Bali,DPS,10.5,Emirates,1 escala,Primera Clase,1159.13,1066.4
Honolulu,HNL,Bangalore,BLR,15.7,LATAM,Directo,Económica,327.76,301.54
Honolulu,HNL,Bangkok,BKK,16.8,Singapore Airlines,2 escalas,Business,291.64,268.31
Honolulu,HNL,Barcelona,BCN,9.6,American Airlines,1 escala,Económica Premium,135.12,124.31
Honolulu,HNL,Barcelona,BCN,7.6,LATAM,2 escalas,Económica Premium,940.59,865.34
Honolulu,HNL,Beijing,PEK,7.2,Turkish Airlines,1 escala,Económica Premium,748.17,688.32
Honolulu,HNL,Beijing,PEK,14.6,Emirates,Directo,Primera Clase,1404.65,1292.28
Honolulu,HNL,Beirut,BEY,16.6,British Airways,Directo,Económica Premium,1228.62,1130.33
Honolulu,HNL,Beirut,BEY,4.6,Singapore Airlines,2 escalas,Económica Premium,203.42,187.15
Honolulu,HNL,Beirut,BEY,6.2,Air France,1 escala,Primera Clase,3181.75,2927.21
Honolulu,HNL,Berlín,BER,10.9,Lufthansa,1 escala,Económica,1578.74,1452.44
Honolulu,HNL,Bogotá,BOG,4.3,American Airlines,1 escala,Business,662.96,609.92
Honolulu,HNL,Brisbane,BNE,7.7,Qatar Airways,2 escalas,Primera Clase,1843.2,1695.74
Honolulu,HNL,Brisbane,BNE,16.4,Turkish Airlines,2 escalas,Primera Clase,3149.62,2897.65
Honolulu,HNL,Brussels,BRU,16.4,Qatar Airways,Directo,Económica Premium,95.94,88.26
Honolulu,HNL,Brussels,BRU,11.8,LATAM,2 escalas,Business,661.11,608.22
Honolulu,HNL,Brussels,BRU,9.8,United,Directo,Business,412.69,379.67
Honolulu,HNL,Budapest,BUD,15.3,Air France,1 escala,Económica Premium,925.08,851.07
Honolulu,HNL,Buenos Aires,EZE,13.9,Lufthansa,1 escala,Primera Clase,1442.81,1327.39
Honolulu,HNL,Cairo,CAI,4.7,United,2 escalas,Económica,536.86,493.91
Honolulu,HNL,Cairo,CAI,13.1,Aeroméxico,1 escala,Primera Clase,609.89,561.1
Honolulu,HNL,Calgary,YYC,13.6,Air France,2 escalas,Business,1934.37,1779.62
Honolulu,HNL,Calgary,YYC,7.9,British Airways,1 escala,Económica,567.71,522.29
Honolulu,HNL,Calgary,YYC,17.3,Delta,1 escala,Primera Clase,1093.97,1006.45
Honolulu,HNL,Cancún,CUN,15.8,United,1 escala,Económica Premium,618.18,568.73
Honolulu,HNL,Cancún,CUN,2.9,LATAM,1 escala,Primera Clase,964.83,887.64
Honolulu,HNL,Cancún,CUN,13.3,Air France,2 escalas,Económica Premium,1526.22,1404.12
Honolulu,HNL,Cape Town,CPT,12.4,Singapore Airlines,Directo,Económica Premium,1228.06,1129.82
